Gene stable ID	Gene stable ID version	Gene name	Gene start (bp)	Gene end (bp)
ENSG00000284424	ENSG00000284424.1	MIR4724	31534883	31534971
ENSG00000207614	ENSG00000207614.1	MIR193A	31559996	31560083
ENSG00000278546	ENSG00000278546.1	AC003101.2	31560132	31560573
ENSG00000221038	ENSG00000221038.1	RNU6ATAC7P	31563768	31563894
ENSG00000228768	ENSG00000228768.3	AC003101.1	31571142	31575659
ENSG00000265976	ENSG00000265976.1	MIR4725	31575269	31575358
ENSG00000283978	ENSG00000283978.1	MIR365B	31575411	31575521
ENSG00000266877	ENSG00000266877.1	AC007923.3	31583162	31637543
ENSG00000266448	ENSG00000266448.1	AC007923.2	31709568	31709859
ENSG00000202026	ENSG00000202026.1	RNU6-1134P	31713753	31713853
ENSG00000265863	ENSG00000265863.1	GPR160P2	31759795	31761385
ENSG00000263567	ENSG00000263567.1	AC007923.1	31762440	31769048
ENSG00000265046	ENSG00000265046.1	AC004253.2	31830731	31831750
ENSG00000172301	ENSG00000172301.11	COPRS	31851871	31859291
ENSG00000108651	ENSG00000108651.10	UTP6	31860904	31901708
ENSG00000263990	ENSG00000263990.1	AC004253.1	31873926	31886666
ENSG00000178691	ENSG00000178691.11	SUZ12	31937007	32001038
ENSG00000253058	ENSG00000253058.1	RNA5SP437	31963805	31963933
ENSG00000264300	ENSG00000264300.1	AC090616.3	32003110	32006688
ENSG00000185158	ENSG00000185158.12	LRRC37B	32007872	32053504
ENSG00000264497	ENSG00000264497.1	AC090616.4	32024469	32024583
ENSG00000266777	ENSG00000266777.1	SH3GL1P1	32039974	32042828
ENSG00000278867	ENSG00000278867.1	AC090616.6	32051030	32053208
ENSG00000264164	ENSG00000264164.1	AC090616.2	32083179	32097065
ENSG00000266379	ENSG00000266379.6	AC090616.5	32088160	32094933
ENSG00000263369	ENSG00000263369.6	AC090616.1	32106330	32114125
ENSG00000265574	ENSG00000265574.1	WDR45BP1	32111562	32112590
ENSG00000277511	ENSG00000277511.1	AC116407.2	32127595	32128454
ENSG00000214708	ENSG00000214708.4	AC116407.1	32141226	32143135
ENSG00000126858	ENSG00000126858.18	RHOT1	32142454	32253374
ENSG00000265293	ENSG00000265293.2	ARGFXP2	32150433	32151504
ENSG00000280033	ENSG00000280033.1	AC116407.4	32159311	32160371
ENSG00000280020	ENSG00000280020.1	AC116407.3	32178946	32180074
ENSG00000266282	ENSG00000266282.1	UBL5P2	32227890	32228108
ENSG00000287506	ENSG00000287506.1	AC026620.2	32258615	32265404
ENSG00000141314	ENSG00000141314.13	RHBDL3	32265832	32324659
ENSG00000263674	ENSG00000263674.1	AC026620.1	32280387	32280953
ENSG00000265794	ENSG00000265794.5	AC005899.4	32324431	32360700
ENSG00000108666	ENSG00000108666.10	C17orf75	32324565	32350023
ENSG00000265139	ENSG00000265139.1	AC005899.3	32328441	32329395
ENSG00000263749	ENSG00000263749.2	OOSP1P2	32343528	32344124
ENSG00000283774	ENSG00000283774.1	MIR632	32350109	32350202
ENSG00000010244	ENSG00000010244.18	ZNF207	32350117	32381886
ENSG00000274341	ENSG00000274341.1	AC005899.6	32408013	32408309
ENSG00000278668	ENSG00000278668.1	AC005899.7	32410159	32410746
ENSG00000266385	ENSG00000266385.1	AC005899.5	32411217	32412420
ENSG00000279762	ENSG00000279762.3	AC005899.8	32423971	32446038
ENSG00000264083	ENSG00000264083.1	AC005899.1	32430967	32432841
ENSG00000264373	ENSG00000264373.1	AC005899.2	32434939	32435028
ENSG00000108671	ENSG00000108671.11	PSMD11	32444379	32483319
ENSG00000176749	ENSG00000176749.9	CDK5R1	32486993	32491253
ENSG00000176658	ENSG00000176658.17	MYO1D	32492522	32877177
ENSG00000266718	ENSG00000266718.2	AC079336.5	32495536	32500910
ENSG00000280245	ENSG00000280245.1	AC079336.7	32504567	32505644
ENSG00000265222	ENSG00000265222.1	AC079336.2	32509954	32523424
ENSG00000263717	ENSG00000263717.1	AC079336.1	32512869	32519350
ENSG00000279781	ENSG00000279781.1	AC079336.6	32518322	32518934
ENSG00000266599	ENSG00000266599.1	AC079336.4	32518953	32531492
ENSG00000265337	ENSG00000265337.1	AC079336.3	32529008	32530049
ENSG00000264458	ENSG00000264458.1	AC025211.1	32627739	32686484
ENSG00000226377	ENSG00000226377.2	AC084809.1	32876759	32881070
ENSG00000236377	ENSG00000236377.1	AC084809.2	32905662	32906584
ENSG00000006042	ENSG00000006042.12	TMEM98	32927910	32945106
ENSG00000141316	ENSG00000141316.13	SPACA3	32970376	32997877
ENSG00000108684	ENSG00000108684.14	ASIC2	33013087	34174964
ENSG00000264598	ENSG00000264598.1	AC003687.1	33052107	33052867
ENSG00000280349	ENSG00000280349.1	AC008133.2	33099969	33100319
ENSG00000266535	ENSG00000266535.1	AC008133.1	33111858	33131743
ENSG00000265544	ENSG00000265544.1	AA06	33529787	33533760
ENSG00000265697	ENSG00000265697.1	AC011824.3	33534110	33541339
ENSG00000265125	ENSG00000265125.5	AC011824.2	33565764	33624122
ENSG00000265115	ENSG00000265115.1	AC011824.1	33627027	33635057
ENSG00000264643	ENSG00000264643.1	AC024614.1	33680577	33680883
ENSG00000265689	ENSG00000265689.1	AC024614.2	33688803	33689174
ENSG00000283381	ENSG00000283381.1	AC024614.3	33692229	33692484
ENSG00000283417	ENSG00000283417.1	AC024614.4	33791838	33816761
ENSG00000279668	ENSG00000279668.3	AC024610.2	33827699	34079100
ENSG00000265356	ENSG00000265356.2	AC004147.4	33935437	34156000
ENSG00000263435	ENSG00000263435.1	AC024610.1	33976531	33980851
ENSG00000279674	ENSG00000279674.1	AC123769.1	34000789	34006772
ENSG00000226049	ENSG00000226049.3	TLK2P1	34036681	34039872
ENSG00000263485	ENSG00000263485.1	AC004147.1	34080882	34082224
ENSG00000265775	ENSG00000265775.1	AC004147.5	34118347	34118882
ENSG00000252370	ENSG00000252370.1	RNA5SP438	34120056	34120167
ENSG00000264791	ENSG00000264791.1	AC004147.3	34142947	34147047
ENSG00000263571	ENSG00000263571.3	AC004147.2	34155566	34165736
ENSG00000261156	ENSG00000261156.6	LINC01989	34169372	34195937
ENSG00000264990	ENSG00000264990.1	AC005549.1	34176538	34178166
ENSG00000108691	ENSG00000108691.9	CCL2	34255218	34257203
ENSG00000108688	ENSG00000108688.11	CCL7	34270221	34272242
ENSG00000172156	ENSG00000172156.4	CCL11	34285742	34288334
ENSG00000108700	ENSG00000108700.5	CCL8	34319435	34321402
ENSG00000265614	ENSG00000265614.1	AC011193.2	34331862	34332228
ENSG00000181374	ENSG00000181374.8	CCL13	34356480	34358610
ENSG00000108702	ENSG00000108702.4	CCL1	34360328	34363233
ENSG00000225582	ENSG00000225582.2	AC011193.1	34479272	34482148
ENSG00000197322	ENSG00000197322.4	C17orf102	34574123	34579369
ENSG00000181291	ENSG00000181291.8	TMEM132E	34579487	34639318
ENSG00000278860	ENSG00000278860.1	AC005691.1	34614409	34614809
ENSG00000264174	ENSG00000264174.1	AC005552.1	34725509	34726170
ENSG00000264622	ENSG00000264622.1	AC022903.1	34837871	34859046
ENSG00000132141	ENSG00000132141.14	CCT6B	34927859	34981078
ENSG00000285559	ENSG00000285559.1	AC022903.2	34937306	34938604
ENSG00000198783	ENSG00000198783.6	ZNF830	34961540	34963777
ENSG00000005156	ENSG00000005156.12	LIG3	34980512	35009743
ENSG00000092871	ENSG00000092871.17	RFFL	35005990	35089319
ENSG00000267618	ENSG00000267618.5	AC004223.3	35011349	35121493
ENSG00000273687	ENSG00000273687.1	AC004223.4	35018660	35018991
ENSG00000267457	ENSG00000267457.1	AC004223.2	35073831	35074374
ENSG00000243423	ENSG00000243423.1	AC004223.1	35076737	35077007
ENSG00000185379	ENSG00000185379.20	RAD51D	35092208	35121522
ENSG00000253084	ENSG00000253084.3	RNU6-840P	35093909	35093973
ENSG00000252328	ENSG00000252328.1	Vault	35097560	35097657
ENSG00000073598	ENSG00000073598.6	FNDC8	35121615	35130732
ENSG00000073536	ENSG00000073536.18	NLE1	35128730	35142304
ENSG00000141161	ENSG00000141161.12	UNC45B	35147817	35189345
ENSG00000267782	ENSG00000267782.1	AC022916.4	35164243	35167012
ENSG00000266981	ENSG00000266981.1	AC022916.2	35188522	35191343
ENSG00000267744	ENSG00000267744.1	AC022916.3	35190961	35191702
ENSG00000164729	ENSG00000164729.7	SLC35G3	35192520	35194523
ENSG00000266947	ENSG00000266947.1	AC022916.1	35231450	35242963
ENSG00000166750	ENSG00000166750.10	SLFN5	35243071	35273655
ENSG00000267364	ENSG00000267364.2	AC022706.1	35313479	35325449
ENSG00000267271	ENSG00000267271.1	AC060766.2	35344231	35344564
ENSG00000172716	ENSG00000172716.16	SLFN11	35350305	35373701
ENSG00000267315	ENSG00000267315.1	AC060766.3	35377416	35377678
ENSG00000267711	ENSG00000267711.1	AC060766.6	35400878	35403006
ENSG00000267547	ENSG00000267547.1	AC060766.4	35403837	35404373
ENSG00000267745	ENSG00000267745.1	AC060766.7	35406684	35409768
ENSG00000267648	ENSG00000267648.1	AC060766.5	35406948	35407818
ENSG00000267102	ENSG00000267102.1	AC060766.1	35409602	35410228
ENSG00000172123	ENSG00000172123.12	SLFN12	35411060	35433283
ENSG00000154760	ENSG00000154760.14	SLFN13	35435096	35448837
ENSG00000267312	ENSG00000267312.1	AC015911.4	35459481	35460550
ENSG00000205045	ENSG00000205045.10	SLFN12L	35464249	35487857
ENSG00000267554	ENSG00000267554.1	AC015911.8	35470069	35470628
ENSG00000286065	ENSG00000286065.2	AC015911.11	35474904	35537861
ENSG00000267349	ENSG00000267349.1	AC015911.5	35477994	35478444
ENSG00000267046	ENSG00000267046.1	E2F3P1	35490009	35491238
ENSG00000267369	ENSG00000267369.1	AC015911.7	35498218	35499175
ENSG00000267074	ENSG00000267074.1	AC015911.3	35499690	35510270
ENSG00000255987	ENSG00000255987.1	TOMM20P2	35514766	35515186
ENSG00000286030	ENSG00000286030.2	AC015911.10	35522279	35522969
ENSG00000267035	ENSG00000267035.1	AC015911.2	35540039	35540797
ENSG00000236320	ENSG00000236320.4	SLFN14	35543985	35560819
ENSG00000267359	ENSG00000267359.1	AC015911.6	35553205	35554767
ENSG00000267625	ENSG00000267625.1	AC015911.9	35561539	35562077
ENSG00000242660	ENSG00000242660.1	AC015911.1	35566517	35566672
ENSG00000267321	ENSG00000267321.3	SNHG30	35568076	35574900
ENSG00000207297	ENSG00000207297.1	SNORD7	35573657	35573753
ENSG00000108733	ENSG00000108733.11	PEX12	35574795	35578863
ENSG00000006125	ENSG00000006125.18	AP2B1	35578046	35726413
ENSG00000267592	ENSG00000267592.1	AC004134.1	35596904	35597128
ENSG00000270647	ENSG00000270647.6	TAF15	35713791	35864615
ENSG00000270885	ENSG00000270885.2	RASL10B	35731639	35743521
ENSG00000270765	ENSG00000270765.6	GAS2L2	35744511	35753239
ENSG00000271447	ENSG00000271447.6	MMP28	35756249	35795707
ENSG00000271392	ENSG00000271392.1	AC006237.1	35757199	35758325
ENSG00000270806	ENSG00000270806.2	C17orf50	35760887	35765079
ENSG00000270829	ENSG00000270829.1	AC015849.2	35808489	35808897
ENSG00000270871	ENSG00000270871.1	AC015849.3	35816717	35830293
ENSG00000270894	ENSG00000270894.1	AC015849.4	35818399	35823713
ENSG00000270379	ENSG00000270379.6	HEATR9	35854946	35868891
ENSG00000271268	ENSG00000271268.1	AC015849.6	35861093	35861566
ENSG00000270240	ENSG00000270240.2	AC015849.1	35868967	35885863
ENSG00000271503	ENSG00000271503.6	CCL5	35871491	35880793
ENSG00000271394	ENSG00000271394.1	7SK	35889558	35889804
ENSG00000270977	ENSG00000270977.2	AC015849.5	35893707	35911651
ENSG00000271013	ENSG00000271013.1	LRRC37A9P	35912635	35918010
ENSG00000278023	ENSG00000278023.7	RDM1	35918066	35930773
ENSG00000275722	ENSG00000275722.5	LYZL6	35934518	35943713
ENSG00000273736	ENSG00000273736.1	AC244100.1	35963488	35965472
ENSG00000275152	ENSG00000275152.5	CCL16	35976493	35981497
ENSG00000276409	ENSG00000276409.5	CCL14	35983288	35987004
ENSG00000275431	ENSG00000275431.1	AC244100.2	35983656	35990270
ENSG00000275688	ENSG00000275688.4	CCL15-CCL14	35983656	36001621
ENSG00000275718	ENSG00000275718.2	CCL15	35996440	36001553
ENSG00000275944	ENSG00000275944.1	AC244100.3	36001419	36011618
ENSG00000278690	ENSG00000278690.1	AC244100.4	36012504	36012891
ENSG00000274736	ENSG00000274736.5	CCL23	36013056	36017972
ENSG00000275385	ENSG00000275385.2	CCL18	36064272	36072032
ENSG00000277089	ENSG00000277089.4	AC243829.4	36072866	36090134
ENSG00000277632	ENSG00000277632.2	CCL3	36088256	36090169
ENSG00000275302	ENSG00000275302.2	CCL4	36103827	36105621
ENSG00000276014	ENSG00000276014.1	RN7SL301P	36110150	36110447
ENSG00000276241	ENSG00000276241.1	AC243829.2	36116177	36177510
ENSG00000282738	ENSG00000282738.1	AC243829.7	36161607	36162926
ENSG00000274808	ENSG00000274808.5	TBC1D3B	36165681	36176636
ENSG00000274767	ENSG00000274767.1	AC243829.1	36183235	36196471
ENSG00000276085	ENSG00000276085.1	CCL3L3	36194869	36196758
ENSG00000276070	ENSG00000276070.5	CCL4L2	36210924	36212878
ENSG00000278097	ENSG00000278097.1	AC243829.5	36225246	36226807
ENSG00000276755	ENSG00000276755.1	AC243829.3	36234447	36234554
ENSG00000278395	ENSG00000278395.1	AC243829.6	36241701	36241806
ENSG00000274933	ENSG00000274933.5	TBC1D3I	36253456	36264553
ENSG00000261499	ENSG00000261499.2	AC233699.1	36274191	36320547
ENSG00000260287	ENSG00000260287.4	TBC1D3G	36323884	36334759
ENSG00000274226	ENSG00000274226.5	TBC1D3H	36377531	36388423
ENSG00000277029	ENSG00000277029.1	RNU6-1192P	36404826	36404932
ENSG00000275954	ENSG00000275954.5	TBC1D3F	36428618	36439566
ENSG00000274658	ENSG00000274658.1	TBC1D3J	36450146	36457535
ENSG00000273611	ENSG00000273611.5	ZNHIT3	36486629	36499310
ENSG00000274164	ENSG00000274164.1	RNA5SP439	36491199	36491322
ENSG00000278259	ENSG00000278259.4	MYO19	36495633	36543435
ENSG00000277161	ENSG00000277161.2	PIGW	36534987	36539310
ENSG00000278311	ENSG00000278311.5	GGNBP2	36544912	36589848
ENSG00000274756	ENSG00000274756.1	AC243732.1	36574462	36575325
ENSG00000278535	ENSG00000278535.5	DHRS11	36591879	36600804
ENSG00000278619	ENSG00000278619.5	MRM1	36601583	36608964
ENSG00000275720	ENSG00000275720.1	AC243830.2	36634069	36634698
ENSG00000276508	ENSG00000276508.1	AC243830.3	36684754	36685129
ENSG00000275613	ENSG00000275613.2	AC243830.1	36722443	36726346
ENSG00000277268	ENSG00000277268.2	LHX1-DT	36861674	36936670
ENSG00000273706	ENSG00000273706.5	LHX1	36936785	36944612
ENSG00000276707	ENSG00000276707.1	AC243773.1	36940049	36943456
ENSG00000275700	ENSG00000275700.5	AATF	36948954	37056871
ENSG00000277911	ENSG00000277911.1	AC243773.2	36980167	36980422
ENSG00000277589	ENSG00000277589.1	AC244093.4	36998598	37000034
ENSG00000276326	ENSG00000276326.1	MIR2909	37033745	37033813
ENSG00000277579	ENSG00000277579.1	AC244093.3	37034668	37043252
ENSG00000278638	ENSG00000278638.2	AC244093.5	37045228	37052890
ENSG00000278540	ENSG00000278540.5	ACACA	37084992	37406836
ENSG00000274308	ENSG00000274308.1	AC244093.1	37140611	37141424
ENSG00000275029	ENSG00000275029.1	HMGB1P24	37143607	37144463
ENSG00000276810	ENSG00000276810.1	AC244093.2	37162616	37163139
ENSG00000278505	ENSG00000278505.5	C17orf78	37375985	37392708
ENSG00000276054	ENSG00000276054.1	AC243654.3	37386886	37387926
ENSG00000276234	ENSG00000276234.5	TADA2A	37406886	37479725
ENSG00000273965	ENSG00000273965.1	AC243654.1	37407936	37408594
ENSG00000275839	ENSG00000275839.1	AC243654.2	37454171	37454931
ENSG00000276023	ENSG00000276023.5	DUSP14	37489891	37513501
ENSG00000275066	ENSG00000275066.5	SYNRG	37514807	37609472
ENSG00000277688	ENSG00000277688.1	AC243585.2	37609739	37613841
ENSG00000278053	ENSG00000278053.5	DDX52	37609739	37643446
ENSG00000274620	ENSG00000274620.1	MIR378J	37614931	37615039
ENSG00000277501	ENSG00000277501.1	AC243571.2	37642947	37684252
ENSG00000274244	ENSG00000274244.1	AC243585.1	37649133	37650894
ENSG00000275410	ENSG00000275410.5	HNF1B	37686431	37745105
ENSG00000275173	ENSG00000275173.1	AC243571.1	37798894	37802788
ENSG00000276715	ENSG00000276715.4	YWHAEP7	37828305	37884743
ENSG00000277341	ENSG00000277341.1	RNU6-489P	37907957	37908063
ENSG00000273513	ENSG00000273513.1	TBC1D3K	37924415	37935365
ENSG00000277488	ENSG00000277488.1	5S_rRNA	37940704	37940790
ENSG00000274512	ENSG00000274512.5	TBC1D3L	37977972	37989048
ENSG00000274419	ENSG00000274419.6	TBC1D3D	38003976	38014902
ENSG00000278299	ENSG00000278299.5	TBC1D3C	38057693	38068592
ENSG00000274615	ENSG00000274615.1	AC233968.1	38078262	38124770
ENSG00000278599	ENSG00000278599.5	TBC1D3E	38127951	38138862
ENSG00000274663	ENSG00000274663.1	RNA5SP526	38144201	38144287
ENSG00000274611	ENSG00000274611.3	TBC1D3	38181659	38192541
ENSG00000274487	ENSG00000274487.2	NPEPPSP1	38195703	38257192
ENSG00000278845	ENSG00000278845.5	MRPL45	38297023	38323217
ENSG00000277399	ENSG00000277399.5	GPR179	38324571	38343956
ENSG00000274211	ENSG00000274211.6	SOCS7	38351844	38405593
ENSG00000275832	ENSG00000275832.5	ARHGAP23	38419280	38512385
ENSG00000276170	ENSG00000276170.4	AC244153.1	38450394	38452444
ENSG00000277363	ENSG00000277363.5	SRCIN1	38530031	38605952
ENSG00000274996	ENSG00000274996.1	AC006449.1	38601049	38602701
ENSG00000273604	ENSG00000273604.2	EPOP	38671703	38674957
ENSG00000275238	ENSG00000275238.1	MIR4734	38702262	38702331
ENSG00000277969	ENSG00000277969.1	AC006449.6	38702452	38704747
ENSG00000275532	ENSG00000275532.1	AC006449.2	38703480	38706261
ENSG00000275023	ENSG00000275023.5	MLLT6	38705273	38729795
ENSG00000275665	ENSG00000275665.1	AC006449.3	38715328	38720272
ENSG00000273627	ENSG00000273627.1	MIR4726	38719691	38719748
ENSG00000279119	ENSG00000279119.1	AC006449.7	38727833	38728198
ENSG00000277972	ENSG00000277972.2	CISD3	38730341	38735605
ENSG00000276036	ENSG00000276036.1	RNA5SP440	38731802	38731920
ENSG00000277258	ENSG00000277258.5	PCGF2	38733898	38749817
ENSG00000277182	ENSG00000277182.1	AC006449.5	38749360	38751457
ENSG00000277791	ENSG00000277791.5	PSMB3	38752741	38764225
ENSG00000274607	ENSG00000274607.1	RNU6-866P	38755279	38755400
ENSG00000276293	ENSG00000276293.4	PIP4K2B	38765689	38800126
ENSG00000273559	ENSG00000273559.5	CWC25	38800441	38825355
ENSG00000274054	ENSG00000274054.1	MIR4727	38825838	38825892
ENSG00000275489	ENSG00000275489.2	C17orf98	38835086	38841438
ENSG00000125691	ENSG00000125691.14	RPL23	38847860	38853764
ENSG00000252699	ENSG00000252699.1	SNORA21B	38851524	38851659
ENSG00000199293	ENSG00000199293.1	SNORA21	38852863	38852994
ENSG00000244086	ENSG00000244086.1	AC110749.1	38855314	38855670
ENSG00000002834	ENSG00000002834.18	LASP1	38869859	38921770
ENSG00000263466	ENSG00000263466.1	AC006441.1	38903704	38904600
ENSG00000277057	ENSG00000277057.1	MIR6779	38914979	38915042
ENSG00000265784	ENSG00000265784.1	AC006441.3	38918801	38921769
ENSG00000263874	ENSG00000263874.2	LINC00672	38925168	38929384
ENSG00000204952	ENSG00000204952.3	FBXO47	38936432	38967403
ENSG00000265428	ENSG00000265428.1	AC006441.2	38996323	38996624
ENSG00000266588	ENSG00000266588.1	AC006441.4	39003248	39013032
ENSG00000277426	ENSG00000277426.1	AC006441.5	39023394	39026742
ENSG00000266013	ENSG00000266013.1	LINC02079	39026715	39027110
ENSG00000214553	ENSG00000214553.10	LRRC37A11P	39027277	39053205
ENSG00000266048	ENSG00000266048.1	AC091178.1	39033926	39034042
ENSG00000263818	ENSG00000263818.5	RDM1P5	39057019	39113190
ENSG00000161381	ENSG00000161381.14	PLXDC1	39063313	39154394
ENSG00000286443	ENSG00000286443.1	AC091178.2	39086976	39091942
ENSG00000141748	ENSG00000141748.13	ARL5C	39156894	39167484
ENSG00000280177	ENSG00000280177.1	AC004408.2	39165073	39167849
ENSG00000266101	ENSG00000266101.1	AC004408.1	39173290	39177503
ENSG00000067191	ENSG00000067191.16	CACNB1	39173453	39197703
ENSG00000108298	ENSG00000108298.11	RPL19	39200283	39204732
ENSG00000141750	ENSG00000141750.7	STAC2	39210541	39225945
ENSG00000265460	ENSG00000265460.6	AC015910.1	39238466	39250818
ENSG00000108306	ENSG00000108306.13	FBXL20	39252663	39402523
ENSG00000266469	ENSG00000266469.2	AC005288.1	39401793	39406233
ENSG00000125686	ENSG00000125686.12	MED1	39404285	39451272
ENSG00000167258	ENSG00000167258.15	CDK12	39461486	39564907
ENSG00000222777	ENSG00000222777.1	RNU6-233P	39546104	39546244
ENSG00000273576	ENSG00000273576.1	AC009283.1	39566915	39567559
ENSG00000171532	ENSG00000171532.5	NEUROD2	39603536	39609777
ENSG00000214546	ENSG00000214546.4	AC087491.1	39619613	39622770
ENSG00000131771	ENSG00000131771.14	PPP1R1B	39626740	39636626
ENSG00000131748	ENSG00000131748.16	STARD3	39637090	39664201
ENSG00000173991	ENSG00000173991.6	TCAP	39665349	39666554
ENSG00000141744	ENSG00000141744.4	PNMT	39667981	39670475
ENSG00000161395	ENSG00000161395.14	PGAP3	39671122	39696797
ENSG00000141736	ENSG00000141736.13	ERBB2	39687914	39730426
ENSG00000265178	ENSG00000265178.1	MIR4728	39726495	39726561
ENSG00000141741	ENSG00000141741.12	MIEN1	39728496	39730532
ENSG00000141738	ENSG00000141738.14	GRB7	39737927	39747291
ENSG00000161405	ENSG00000161405.17	IKZF3	39757718	39864312
ENSG00000264663	ENSG00000264663.1	KRT8P34	39835037	39836080
ENSG00000226117	ENSG00000226117.1	AC090844.1	39839369	39839524
ENSG00000186075	ENSG00000186075.13	ZPBP2	39868202	39877896
ENSG00000073605	ENSG00000073605.18	GSDMB	39904595	39919854
ENSG00000172057	ENSG00000172057.10	ORMDL3	39921041	39927601
ENSG00000264968	ENSG00000264968.1	AC090844.2	39927742	39939601
ENSG00000204913	ENSG00000204913.6	LRRC3C	39941474	39944734
ENSG00000167914	ENSG00000167914.12	GSDMA	39953263	39977768
ENSG00000108344	ENSG00000108344.15	PSMD3	39980807	39997959
ENSG00000265799	ENSG00000265799.1	AC090844.3	40012226	40014705
ENSG00000108342	ENSG00000108342.13	CSF3	40015361	40017813
ENSG00000008838	ENSG00000008838.20	MED24	40019097	40061215
ENSG00000283721	ENSG00000283721.1	MIR6884	40026332	40026409
ENSG00000238793	ENSG00000238793.1	SNORD124	40027542	40027645
ENSG00000126351	ENSG00000126351.13	THRA	40058290	40093867
